中文名,学名,临危等级 Red List Status
类小鲃,Puntius orphoides,DD 
桂林金线鲃,Sinocyclocheilus guilinensis,LC
疏斑小鲃,Puntius paucimaculatus,LC 
季氏金线鲃,Sinocyclocheilus jii,LC
裸腹盲鲃,Typhlobarbus nudiventris,CR
长须金线鲃,Sinocyclocheilus longibarbatus,LC
红鳍方口鲃,Cosmochilus cardinalis,EN
大头金线鲃,Sinocyclocheilus macrocephalus,LC
南腊方口鲃,Cosmochilus nanlaensis,DD 
大鳞金线鲃,Sinocyclocheilus macrolepis,LC
宽头林氏鲃,Linichthys laticeps,VU
大眼金线鲃,Sinocyclocheilus macrophthalmus,LC
细尾长臀鲃,Mystacoleucus lepturus,NT 
陆良金线鲃,Sinocyclocheilus macroscalus,LC
长臀鲃,Mystacoleucus marginatus,LC 
软鳍金线鲃,Sinocyclocheilus malacopterus,LC
爪哇无名鲃,Barbonymus gonionotus,LC 
马山金线鲃,Sinocyclocheilus mashanensis,LC
小盘齿鲃,Discherodontus parvus,LC 
小眼金线鲃,Sinocyclocheilus microphthalmus,LC
大鳞裂峡鲃,Hampala macrolepidota,LC 
尖头金线鲃,Sinocyclocheilus oxycephalus,LC
四川白甲鱼,Onychostoma angustistomata,EN
尧兰金线鲃,Sinocyclocheilus yaolanensis,LC
短身白甲鱼,Onychostoma brevis,EN
宜山金线鲃,Sinocyclocheilus yishanensis,LC
大渡白甲鱼,Onychostoma daduense,EN
阿庐金线鲃,Sinocyclocheilus aluensis,DD
小口白甲鱼,Onychostoma lini,VU
短身金线鲃,Sinocyclocheilus brevis,DD
多鳞白甲鱼,Onychostoma macrolepis,VU
短须金线鲃,Sinocyclocheilus brevibarbatus,DD
稀有白甲鱼,Onychostoma rarum,VU
洞塘金线鲃,Sinocyclocheilus dongtangensis,DD
高体白甲鱼,Onychostoma alticorpus,NT 
曲背金线鲃,Sinocyclocheilus flexuosdorsalis,DD
台湾白甲鱼,Onychostoma barbatulum,NT 
圭山金线鲃,Sinocyclocheilus guishanensis,DD
粗须白甲鱼,Onychostoma barbatum,NT 
官渡金县鲃,Sinocyclocheilus guanduensis,DD
盖氏白甲鱼,Onychostoma gerlachi,NT 
黄田金线鲃,Sinocyclocheilus huangtianensis,DD
方氏白甲鱼,Onychostoma fangi,LC 
华宁金线鲃,Sinocyclocheilus huaningensis,DD
细体白甲鱼,Onychostoma fusiforme,LC 
环江金线鲃,Sinocyclocheilus huanjiangensis,DD
白甲鱼,Onychostoma simum,LC 
细身白甲鱼,Onychostoma elongatum,DD
海南瓣结鱼,Folifer hainanensis,EN
细尾白甲鱼,Onychostoma lepturum,DD
云南瓣结鱼,Folifer yunnanensis,EN
闽南白甲鱼,Onychostoma minnanensis,DD
瓣结鱼,Folifer brevifilis,LC 
卵形白甲鱼,Onychostoma ovale,DD
叶结鱼,Parator zonatus,VU
多带白甲鱼,Onychostoma virgulatum,DD
桂孟加拉鲮,Bangana decora,CR
虹彩光唇鱼,Acrossocheilus iridescens,VU
盆唇孟加拉鲮,Bangana discognathoides,CR
长鳍光唇鱼,Acrossocheilus longipinnis,VU
朱氏孟加拉鲮,Bangana zhui,CR
多耙光唇鱼,Acrossocheilus clivosius,NT
洞庭孟加拉鲮,Bangana tungting,EN
软鳍光唇鱼,Acrossocheilus malacopterus,NT
伍氏孟加拉鲮,Bangana wui,EN
河口光唇鱼,Acrossocheilus xamensis,NT
河口孟加拉鲮,Bangana tonkinensis,VU
北江光唇鱼,Acrossocheilus beijiangensis,LC
戴氏孟加拉鲮,Bangana devdevi,LC 
光唇鱼,Acrossocheilus fasciatus,LC
墨脱孟加拉鲮,Bangana dero,LC 
半刺光唇鱼,Acrossocheilus hemispinus,LC
云南孟加拉鲮,Bangana yunnanensis,LC 
吉首光唇鱼,Acrossocheilus jishouensis,LC
短吻孟加拉鲮,Bangana brevirostris,DD 
克氏光唇鱼,Acrossocheilus kreyenbergii,LC
滇孟加拉鲮,Bangana lemassoni,DD 
宽口光唇鱼,Acrossocheilus monticola,LC
脂孟加拉鲮,Bangana lippus,DD 
台湾光唇鱼,Acrossocheilus paradoxus,LC
华孟加拉鲮,Bangana rendahli,DD 
侧条光唇鱼,Acrossocheilus parallens,LC
黄颊孟加拉鲮,Bangana xanthogenys,DD 
带刺光唇鱼,Acrossocheilus spinifer,LC
唇鲮,Semilabeo notabilis,EN
温州光唇鱼,Acrossocheilus wenchowensis,LC
暗色唇鲮,Semilabeo obscurus,VU
武夷光唇鱼,Acrossocheilus wuyiensis,LC
呼氏华鲮,Sinilabeo hummeli,EN
云南光唇鱼,Acrossocheilus yunnanensis,LC
异华鲮,Parasinilabeo assimilis,VU
软鳍新光唇鱼,Neolissochilus benasi,VU
侧带黔鲮,Qianlabeo striatus,NT 
墨脱新光唇鱼,Neolissochilus hexagonolepis,NT
长须异华鲮,Parasinilabeo longibarbus,DD 
保山新光唇鱼,Neolissochilus baoshanensis,LC
长体异华鲮,Parasinilabeo longicorpus,DD 
异口新光唇鱼,Neolissochilus heterostomus,LC
长鳍异华鲮,Parasinilabeo longiventralis,DD 
花鲈鲤,Percocypris regani,VU
大鳍长臀鲮,Longanalus macrochirous,LC 
后背鲈鲤,Percocypris retrodorslis,VU
小眼异华鲮,Parasinilabeo maculatus,DD 
鲈鲤,Percocypris pingi,EN
黑斑异华鲮,Parasinilabeo microps,DD 
张氏鲈鲤,Percocypris tchangi,DD
皮氏野鲮,Labeo pierrei,NT 
单纹拟鱤,Luciocyprinus langsoni,EN
长须直口鲮,Rectoris longibarbus,DD 
细纹拟鳡,Luciocyprinus striolatus,EN
长溪直口鲮,Rectoris longifinus,DD 
少鳞舟齿鱼,Scaphiodonichthys acanthopterus,LC
变形直口鲮,Rectoris mutabilis,LC 
长鳍舟齿鱼,Scaphiodonichthys macracanthus,DD
直口鲮,Rectoris posehensis,DD 
黄尾短吻鱼,Sikukia flavicaudata,DD
多鳞盘口鲮,Discocheilus multilepis,DD 
短吻鱼,Sikukia gudgeri,DD
伍氏盘口鲮,Discocheilus wui,DD 
长须短吻鱼,Sikukia longibarbata,DD
五洛河盘口鲮,Discocheilus wuluoheensis,DD 
短须圆唇鱼,Cyclocheilichthys repasson,LC
板么红水鱼,Hongshuia banmo,DD 
圆唇鱼,Cyclocheilichthys sinensis,DD
小口红水鱼,Hongshuia microstomatus,DD 
巴门扁唇鱼,Cophecheilus bamen,DD
保利红水鱼,Hongshuia paoli,DD 
半刺结鱼,Tor hemispinus,CR
澜沧湄公鱼,Mekongina lancangensis,DD 
盈江结鱼,Tor yingjiangensis,LC
长须盘鮈,Discogobio longibarbatus,EN
大鳞结鱼,Tor douronensis,DD
长鳔盘鮈,Discogobio macrophysallidos,NT 
侧带结鱼,Tor laterivittatus,DD
多鳞盘鮈,Discogobio polylepis,NT 
多鳞结鱼,Tor polylepis,DD
四须盘鮈,Discogobio tetrabarbatus,LC 
桥街结鱼,Tor qiaojiensis,DD
云南盘鮈,Discogobio yunnanensis,LC 
中国结鱼,Tor sinensis,DD
前胸盘鮈,Discogobio antethoracalis,DD 
野结鱼,Tor tambra,DD
双珠盘鮈,Discogobio bismargaritus,DD 
似野结鱼,Tor tambroides,DD
短鳔盘鮈,Discogobio brachyphysallidos,DD 
长体盘鮈,Discogobio elongatus,DD
舌唇鱼,Lobocheilos melanotaenia,LC 
宽头盘鮈,Discogobio laticeps,DD
纹唇鱼,Osteochilus salsburyi,LC 
多线盘鮈,Discogobio multilineatus,DD
大鳞黑线?,Atrilinea macrolepis,CR
后腹盘鮈,Discogobio poneventralis,DD
黑线?,Atrilinea roulei,VU
近臀盘鮈,Discogobio propeanalis,DD
大眼黑线?,Atrilinea macrops,DD 
原鲮,Protolabeo protolabeo,DD
鳞胸裂腹鱼,Schizothorax lepidothorax,CR
鲮,Cirrhinus molitorella,LC
长须裂腹鱼,Schizothorax longibarbus,CR
长背鲮,Labiobarbus lineatus,DD
大理裂腹鱼,Schizothorax taliensis,CR
卷口鱼,Ptychidio jordani,CR
银色裂腹鱼,Schizothorax argentatus,EN
长须卷口鱼,Ptychidio longibarbus,CR
塔里木河裂腹鱼,Schizothorax biddulphi,EN
大眼卷口鱼,Ptychidio macrops,LC
细鳞裂腹鱼,Schizothorax chongi,EN
华缨鱼,Sinocrossocheilus guizhouensis,CR
重口裂腹鱼,Schizothorax davidi,EN
宽唇华缨鱼,Sinocrossocheilus labiatus,VU
扁嘴裂腹鱼,Schizothorax esocinus,EN
大眼华缨鱼,Sinocrossocheilus megalophthalmus,DD
宽口裂腹鱼,Schizothorax eurystomus,EN
宜良墨头鱼,Garra yiliangensis,EN
昆明裂腹鱼,Schizothorax grahami,EN
双角墨头鱼,Garra bispinosa,NT
灰裂腹鱼,Schizothorax griseus,EN
沟额墨头鱼,Garra gravelyi,NT
澜沧裂腹鱼,Schizothorax lantsangensis,EN
斑尾墨头鱼,Garra fasciacauda,LC
小口裂腹鱼,Schizothorax microstomus,EN
柬埔寨墨头鱼,Garra cambodgiensis,LC
宁蒗裂腹鱼,Schizothorax ninglangensis,EN
西藏墨头鱼,Garra kempi,LC
厚唇裂腹鱼,Schizothorax labrosus,EN
小垫墨头鱼,Garra micropulvinus,LC
小裂腹鱼,Schizothorax parvus,EN
奇额墨头鱼,Garra mirofrontis,LC
云南裂腹鱼,Schizothorax yunnanensis,EN
长须墨头鱼,Garra nasuta,LC
长丝裂腹鱼,Schizothorax dolichonema,VU
东方墨头鱼,Garra orientalis,LC
细身裂腹鱼,Schizothorax elongatus,VU
桥街墨头鱼,Garra qiaojiensis,LC
四川裂腹鱼,Schizothorax kozlovi,VU
腾冲墨头鱼,Garra tengchongensis,LC
巨须裂腹鱼,Schizothorax macropogon,VU
裂唇墨头鱼,Garra findolabium,DD
软刺裂腹鱼,Schizothorax malacanthus,VU
海南墨头鱼,Garra hainanensis,DD
怒江裂腹鱼,Schizothorax nukiangensis,VU
缺须墨头鱼,Garra imberba,DD
少鳞裂腹鱼,Schizothorax oligolepis,VU
怒江墨头鱼,Garra nujiangensis,DD
齐口裂腹鱼,Schizothorax prenanti,VU
萨尔温墨头鱼,Garra salweenica,DD
伊犁裂腹鱼,Schizothorax pseudoaksaiensis,VU
圆鼻墨头鱼,Garra rotundinasus,DD
中华裂腹鱼,Schizothorax sinensis,VU
那坡中国墨头鱼,Sinigarra napoense,DD
拉萨裂腹鱼,Schizothorax waltoni,VU
柳城拟缨鱼,Pseudocrossocheilus liuchengensis,DD
弓唇裂腹鱼,Schizothorax curvilabiatus,LC 
長鰾拟缨鱼,Pseudocrossocheilus longibullus,DD
独龙裂腹鱼,Schizothorax dulongensis,LC 
瘤唇拟缨鱼,Pseudocrossocheilus papillolabrus,DD
光唇裂腹鱼,Schizothorax lissolabiatus,LC 
三齿拟缨鱼,Pseudocrossocheilus tridentis,DD
南方裂腹鱼,Schizothorax meridionalis,LC 
巴马拟缨鱼,Pseudocrossocheilus bamaensis,LC
吸口裂腹鱼,Schizothorax myzostomus,LC 
黑带华缨鱼,Pseudocrossocheilus nigrovittatus,LC
异齿裂腹鱼,Schizothorax oconnori,LC 
多耙缨鱼,Crossocheilus burmanicus,LC
短须裂腹鱼,Schizothorax wangchiachii,LC 
彩花缨鱼,Crossocheilus latius,LC
北盘裂腹鱼,Schizothorax beipanensis,DD 
网纹缨鱼,Crossocheilus reticulatus,LC
隐鳞裂腹鱼,Schizothorax cryptolepis,DD 
泉水鱼,Pseudogyrinocheilus prochilus,LC
贡山裂腹鱼,Schizothorax gongshanensis,DD 
长沟泉水鱼,Pseudogyrinocheilus longisulcus,DD
异唇裂腹鱼,Schizothorax heterochilus,DD 
纹尾盆唇鱼,Placocheilus caudofasciatus,LC
异鳔裂腹鱼,Schizothorax heterophysallidos,DD 
缺须盆唇鱼,Placocheiluscryptonemus ,LC
完唇裂腹鱼,Schizothorax integrilabiatus,DD 
独龙江盆唇鱼,Placocheilus dulongensis,DD
全唇裂腹鱼,Schizothorax labiatus,DD 
角鱼,Akrokolioplax bicornis,VU
墨脱裂腹鱼,Schizothorax molesworthi,DD 
单吻鱼,Henicorhynchus lineatus,LC
裸腹裂腹鱼,Schizothorax nudiventris,DD 
横口裂腹鱼,Schizothorax plagiostomus,DD
斑尾低线鱲,Barilius caudiocellatus,DD 
白体裂腹鱼,Schizothorax leukus,DD
泰国低线鱲,Barilius koratensis,DD 
奇异裂腹鱼,Schizothorax heteri,DD
丽色低线鱲,Barilius pulchellus,DD 
嘉陵裸裂尻鱼,Schizopygopsis kialingensis,VU
滇西低线鱲,Barilius barila,LC 
软刺裸裂尻鱼,Schizopygopsis malacanthus,VU
小鱼丹,Danio apopyris,DD 
黄河裸裂尻鱼,Schizopygopsis pylzovi,VU
金线鱼丹,Devario chrysotaeniatus,DD 
大渡裸裂尻鱼,Schizopygopsis chengi,EN
红蚌鱼丹,Devario kakhienensis,DD 
温泉裸裂尻鱼,Schizopygopsis thermalis,NT
掸邦鱼丹,Danio shanensis,DD 
前腹裸裂尻鱼,Schizopygopsis anteroventris,DD
珍珠鱼丹,Danio albolineatus,LC 
柴达木裸裂尻鱼,Schizopygopsis kessleri,DD
波条鱼丹,Devario aequipinnatus,NT 
高原裸裂尻鱼,Schizopygopsis stoliczkai,DD
缺须鱼丹,Devario apogon,NT 
拉萨裸裂尻鱼,Schizopygopsis younghusbandi,DD
半线鱼丹,Devario interruptus,LC 
中甸叶须鱼,Ptychobarbus chungtienensis,EN
条纹裸鱼丹,Gymnodanio strigatus,DD  
双须叶须鱼,Ptychobarbus dipogon,EN
高屏马口鱼,Opsariichthys kaopingensis,NT 
裸腹叶须鱼,Ptychobarbus kaznakovi,VU
马口鱼,Opsariichthys bidens,LC 
锥吻叶须鱼,Ptychobarbus conirostris,DD
长鳍马口鱼,Opsariichthys evolans,LC 
软刺裸鲤,Gymnocypris dobula,VU
粗首马口鱼,Opsariichthys pachycephalus,DD 
花斑裸鲤,Gymnocypris eckloni,VU
黑背波鱼,Rasbora atridorsalis,LC 
青海湖裸鲤,Gymnocypris przewalskii,VU
黄尾波鱼,Rasbora dusonensis,LC 
高原裸鲤,Gymnocypris waddellii,VU
南方波鱼,Rasbora steineri,LC 
松潘裸鲤,Gymnocypris potanini,EN
北方波鱼,Rasbora septentrionalis,DD 
纳木错裸鲤,Gymnocypris namensis,NT
小眼小波鱼,Microrasbora microphthalma,DD 
兰格湖裸鲤,Gymnocypris chui,DD
瑶山鲤,Yaoshanicus arcus,DD 
硬刺裸鲤,Gymnocypris firmispinatus,DD
异鲴,Cabdio morar,LC 
尖裸鲤,Oxygymnocypris stewartii,EN
黄河雅罗鱼,Leuciscus chuanchicus,CR
新疆裸重唇鱼,Gymnodiptychus dybowskii,VU
新疆雅罗鱼,Leuciscus merzbacheri,VU
全裸裸重唇鱼,Gymnodiptychus integrigymnatus,VU
贝加尔雅罗鱼,Leuciscus baicalensis,LC  
厚唇裸重唇鱼,Gymnodiptychus pachycheilus,VU
圆腹雅罗鱼,Leuciscus idus,LC 
斑重唇鱼,Diptychus maculatus,VU
瓦氏雅罗鱼,Leuciscus waleckii,LC 
骨唇黄河鱼,Chuanchia labiosa,EN
三块鱼,Tribolodon brandtii,VU
极边扁咽齿鱼,Platypharodon extremus,EN
珠星三块鱼,Tribolodon hakonensis,VU
小头高原鱼,Herzensteinia microcephalus,EN
短尾鱥,Phoxinus brachyurus,DD  
扁吻鱼,Aspiorhynchus laticeps,CR
阿勒泰鱥,Phoxinus ujmonensis,DD 
唐鱼,Tanichthys albonubes,CR
吐鲁番鱥,Phoxinus grumi,NT 
稀有鮈鲫,Gobiocypris rarus,EN
斑鳍鱥,Phoxinus keumkang,NT 
林氏细鲫,Aphyocypris lini,CR
真鱥,Phoxinus phoxinus,LC 
台湾副细鲫,Pararasbora moltrechti,EN
花江鱥,Rhynchocypris czekanowskii,LC 
美丽线细鲫,Aphyocypris pulchrilineata,DD
拉氏鱥,Rhynchocypris lagowskii,LC 
台湾细鲫,Aphyocypris kikuchii,VU
尖头鱥,Rhynchocypris oxycephalus,LC 
溪细鲫,Aphyocypris amnis,DD
湖鱥,Rhynchocypris percnurus,LC 
中华细鲫,Aphyocypris chinensis,LC
拟鲤,Rutilus rutilus,LC 
拟细鲫,Nicholsicypris normalis,DD
拟赤梢鱼,Pseudaspius leptocephalus,LC 
屏东须鱲,Candidia pingtungensis,DD
丁鱥,Tinca tinca,LC 
须鱲,Candidia barbata,VU
青鱼,Mylopharyngodon piceus,LC 
宽鳍鱲,Zacco platypus,LC
草鱼,Ctenopharyngodon idella,LC 
成都鱲,Zacco chengtui,EN
赤眼鳟,Squaliobarbus curriculus,LC 
异鱲,Parazacco spilurus,LC
鳤,Ochetobius elongatus,CR
长嘴鱲,Raiamas guttatus,LC
鯮,Luciobrama macrocephalus,CR
海南异鱲,Parazacco fasciatus,DD
鳡,Elopichthys bambusa,LC 
纵纹鱲,Nipponocypris temminckii,DD
桂林鳅鮀,Gobiobotia guilingensis,DD 
平鳍鳅鮀,Gobiobotia homalopteroidea,DD
唇?,Hemibarbus labeo,LC 
江西鳅鮀,Gobiobotia jiangxiensis,DD
长吻?,Hemibarbus longirostris,LC 
海南鳅鮀,Gobiobotia kolleri,DD
大刺?,Hemibarbus macracanthus,LC 
长须鳅鮀,Gobiobotia longibarba,DD
花?,Hemibarbus maculatus,LC 
南方鳅鮀,Gobiobotia meridionalis,DD
间?,Hemibarbus medius,LC 
潘氏鳅鮀,Gobiobotia pappenheimi,DD
钱江?,Hemibarbus qianjiangensis,LC 
少耙鳅鮀,Gobiobotia paucirastella,DD
花棘?,Hemibarbus umbrifer,LC 
董氏鳅鮀,Gobiobotia tungi,DD
短鳍?,Hemibarbus brevipennus,LC 
陈氏鳅鮀,Gobiobotia cheni,VU
彭县似?,Belligobio pengxianensis,EN
中间鳅鮀,Gobiobotia intermedia,VU
似?,Belligobio nummifer,LC 
短身鳅鮀,Gobiobotia abbreviata,LC
扁吻鮈,Pungtungia herzi,LC 
短吻鳅鮀,Gobiobotia brevirostris,LC
长麦穗鱼,Pseudorasbora elongata,VU
宜昌鳅鮀,Gobiobotia filifer,LC
断线麦穗鱼,Pseudorasbora interrupta,LC 
元江鳅鮀,Gobiobotia yuanjiangensis,LC
麦穗鱼,Pseudorasbora parva,LC 
异鳔鳅鮀,Xenophysogobio boulengeri,LC
川西鳈,Sarcocheilichthys davidi,NT 
裸体异鳔鳅鮀,Xenophysogobio nudicorpa,LC
克氏鳈,Sarcocheilichthys czerskii,LC 
黑龙江鳑鲏,Rhodeus amurensis,LC
海南鳈,Sarcocheilichthys hainanensis,LC 
方氏鳑鲏,Rhodeus fangi,LC
江西鳈,Sarcocheilichthys kiangsiensis,LC 
高体鳑鲏,Rhodeus ocellatus,LC
东北鳈,Sarcocheilichthys lacustris,LC 
丝鳑鲏,Rhodeus sericeus,LC
黑鳍鳈,Sarcocheilichthys nigripinnis,LC 
中华鳑鲏,Rhodeus sinensis,LC
小鳈,Sarcocheilichthys parvus,LC 
刺鳍鳑鲏,Rhodeus spinalis,LC
福建华鳈,Sarcocheilichthys fukiensis,LC 
长身鱊,Acheilognathus elongatus,CR
华鳈,Sarcocheilichthys sinensis,LC  
小鳔鱊,Acheilognathus microphysa,EN
犬首鮈,Gobio cynocephalus,LC 
短尾鱊,Acheilognathus brevicaudatus,VU
凌源鮈,Gobio lingyuanensis,LC 
短须鱊,Acheilognathus barbatulus,LC
大头鮈,Gobio macrocephalus,LC 
须鱊,Acheilognathus barbatus,LC
棒花鮈,Gobio rivuloides,LC 
兴凯鱊,Acanthorhodeus chankaensis,LC
高体鮈,Gobio soldatovi,LC 
无须鱊,Acheilognathus gracilis,LC
黄河鮈,Gobio huanghensis,EN
寡鳞鱊,Acheilognathus hypselonotus,LC
尖鳍鮈,Gobio acutipinnatus,DD 
彩副鱊,Acheilognathus imberbis,LC
似铜鮈,Gobio coriparoides,DD 
大口鱊,Acheilognathus macromandibularis,LC
抚顺鮈,Gobio fushunensis,DD 
大鳍鱊,Acheilognathus macropterus,LC
南方鮈,Gobio meridionalis,DD 
广西鱊,Acheilognathus meridianus,LC
细体鮈,Gobio tenuicorpus,LC 
峨眉鱊,Acheilognathus omeiensis,LC
辽宁棒花鱼,Abbottina liaoningensis,LC 
多鳞鱊,Acheilognathus polylepis,LC
钝吻棒花鱼,Abbottina obtusirostris,LC 
巨口鱊,Acheilognathus tabira,LC
棒花鱼,Abbottina rivularis,LC 
斑条鱊,Acheilognathus taenianalis,LC
高身小鳔鮈,Microphysogobio alticorpus,LC 
越南鱊,Acheilognathus tonkinensis,LC
突吻小鳔鮈,Microphysogobio amurensis,DD 
黑龙江鱊,Acheilognathus asmussii,DD
短吻小鳔鮈,Microphysogobio brevirostris,DD 
白河鱊,Acheilognathus peihoensis,DD
清徐小鳔鮈,Microphysogobio chinssuensis,DD 
长汀鱊,Acheilognathus changtingensis,DD
长体小鳔鮈,Microphysogobio elongatus,DD 
条纹鱊,Acheilognathus striatus,DD
福建小鳔鮈,Microphysogobio fukiensis,DD 
石台鳑鲏,Rhodeus shitaiensis,NT
兴隆山小鳔鮈,Microphysogobio hsinglungshanensis,DD 
革条田中鳑鲏,Tanakia himantegus,NT
嘉积小鳔鮈,Microphysogobio kachekensis,DD 
矛形田中鳑鲏,Tanakia lanceolata,LC
乐山小鳔鮈,Microphysogobio kiatingensis,DD 
大鳞鲢,Hypophthalmichthys harmandi,EN
似鲮小鳔鮈,Microphysogobio labeoides,DD 
鲢,Hypophthalmichthys molitrix,LC
凌河小鳔鮈,Microphysogobio linghensis,DD 
鳙,Aristichthys nobilis,LC
小口小鳔鮈,Microphysogobio microstomus,DD 
裸腹小鳔鮈,Microphysogobio nudiventris,DD
桂林似鮈,Pseudogobio guilinensis,LC 
似长体小鳔鮈,Microphysogobio pseudoelongatus,DD
平口鮈,Ladislavia taczanowskii,LC 
建德小鳔鮈,Microphysogobio tafangensis,DD
图们江中鮈,Mesogobio tumenensis,LC 
洞庭小鳔鮈,Microphysogobio tungtingensis,DD
鸭绿江中鮈,Mesogobio lachneri,DD 
五龙小鳔鮈,Microphysogobio wulonghensis,DD
辽河突吻鮈,Rostrogobio liaohensis,LC 
云南小鳔鮈,Microphysogobio yunnanensis,DD
须鲫,Carassioides acuminatus,LC 
似刺鳊鮈,Paracanthobrama guichenoti,LC
鲫,Carassius auratus,LC 
片唇鮈,Platysmacheilus exiguus,LC
黑鲫,Carassius carassius,LC 
长须片唇鮈,Platysmacheilus longibarbatus,DD
银鲫,Carassius gibelio,LC 
镇江片唇鮈,Platysmacheilus zhenjiangensis,DD
异龙鲤,Cyprinus yilongensis,EX 
裸腹片唇鮈,Platysmacheilus nudiventris,LC
洱海鲤,Cyprinus barbatus,CR
似白鮈,Paraleucogobio notacanthus,DD
大理鲤,Cyprinus daliensis,CR
圆口铜鱼,Coreius guichenoti,CR
抚仙鲤,Cyprinus fuxianensis,CR
北方铜鱼,Coreius septentrionalis,CR
翘嘴鲤,Cyprinus ilishaestomus,CR
铜鱼,Coreius heterodon,LC
大眼鲤,Cyprinus megalophthalmus,CR
蛇鮈,Saurogobio dabryi,LC
小鲤,Cyprinus micristius,CR
长蛇鮈,Saurogobio dumerili,LC
大头鲤,Cyprinus pellegrini,CR
细尾蛇鮈,Saurogobio gracilicaudatus,LC
邛海鲤,Cyprinus qionghaiensis,CR
光唇蛇鮈,Saurogobio gymnocheilus,LC
云南鲤,Cyprinus yunnanensis,CR
无斑蛇鮈,Saurogobio immaculatus,LC
尖鳍鲤,Cyprinus acutidorsalis,LC 
湘江蛇鮈,Saurogobio xiangjiangensis,LC
鲤,Cyprinus carpio,LC 
巴氏银鮈,Squalidus banarescui,CR
三角鲤,Cyprinus multitaeniata,LC 
台银鮈,Squalidus iijimae,CR
青鲤,Cyprinus rubrofuscus,LC 
小银鮈,Squalidus minor,EN
杞麓鲤,Cyprinus chilia,EN
银鮈,Squalidus argentatus,LC
龙州鲤,Cyprinus longzhouensis,EN
亮银鮈,Squalidus nitens,LC
春鲤,Cyprinus longipectoralis,VU
点纹银鮈,Squalidus wolterstorffi,LC
乌原鲤,Procypris merus,EN
暗斑银鮈,Squalidus atromaculatus,DD
岩原鲤,Procypris rabaudi,VU
兴凯鮈,Squalidus chankaensis,DD
镰鲃鲤,Puntioplites falcifer,LC 
中间银鮈,Squalidus intermedius,DD
爪哇鲃鲤,Puntioplites waandersi,LC 
长鳍吻鮈,Rhinogobio ventralis,EN
大鳞高须鱼,Hypsibarbus vernayi,LC 
大鼻吻鮈,Rhinogobio nasutus,NT
高体高须鱼,Hypsibarbus pierrei,DD 
圆筒吻鮈,Rhinogobio cylindricus,LC
台湾梅氏鳊,Metzia formosae,VU
吻鮈,Rhinogobio typus,LC
大鱗梅氏鳊,Metzia mesembrinum,VU
湖南吻鮈,Rhinogobio hunanensis,DD
线纹梅氏鳊,Metzia lineata,LC 
刺鮈,Acanthogobio guentheri,EN
长吻梅氏鳊,Metzia longinasus,DD 
细纹颌须鮈,Gnathopogon taeniellus,LC
多纹颌须鮈,Gnathopogon polytaenia,LC
茶卡高原鳅,Triplophysa cakaensis,EX 
嘉陵颌须鮈,Gnathopogon herzensteini,DD
隆额高原鳅,Triplophysa bombifrons,CR
短须颌须鮈,Gnathopogon imberbis,DD
尖头高原鳅,Triplophysa cuneicephala,CR
隐须颌须鮈,Gnathopogon nicholsi,DD
个旧盲高原鳅,Triplophysa gejiuensis,CR
条纹颌须鮈,Gnathopogon strigatus,DD
湖高原鳅,Triplophysa lacustris,EN
济南颌须鮈,Gnathopogon tsinanensis,DD
黄河高原鳅,Triplophysa pappenheimi,EN
胡鮈,Huigobio chenhsienensis,LC
河西高原鳅,Triplophysa hexiensis,VU
细尾胡鮈,Huigobio exilicauda,LC
忽吉图高原鳅,Triplophysa hutjertjuensis,VU
似鮈,Pseudogobio vaillanti,LC
剑川高原鳅,Triplophysa jianchuanensis,VU
凌云高原鳅,Triplophysa lingyunensis,VU
黄体高原鳅,Triplophysa flavicorpus,DD 
玫瑰高原鳅,Triplophysa rosa,VU
暗色高原鳅,Triplophysa furva,DD 
石林盲高原鳅,Triplophysa shilinensis,VU
改则高原鳅,Triplophysa gerzeensis,DD 
拟鲇高原鳅,Triplophysa siluroides,VU
灰高原鳅,Triplophysa gracilis,DD 
天峨高原鳅,Triplophysa tianeensis,VU
昆明高原鳅,Triplophysa grahami,DD 
湘西盲高原鳅,Triplophysa xiangxiensis,VU
冈氏高原鳅,Triplophysa grummorum,DD 
叶尔羌河高原鳅,Triplophysa yarkandensis,VU
希氏高原鳅,Triplophysa hialmari,DD 
云南高原鳅,Triplophysa yunnanensis,VU
酒泉高原鳅,Triplophysa hsutschouensis,DD 
隆头高原鳅,Triplophysa alticeps,NT
江高原鳅,Triplophysa huanjiangensis,DD 
短须高原鳅,Triplophysa brevibarba,NT
蛰楼高原鳅,Triplophysa incipiens,DD 
郃阳高原鳅,Triplophysa heyangensis,NT
佳荣盲高原鳅,Triplophysa jiarongensis,DD 
陕西高原鳅,Triplophysa shaanxiensis,NT
卡氏高原鳅,Triplophysa kaznakowi,DD 
秀丽高原鳅,Triplophysa venusta,NT
巩乃斯高原鳅,Triplophysa kungessana,DD 
西昌高原鳅,Triplophysa xichangensis,NT
拉达克高原鳅,Triplophysa ladacensis,DD 
前鳍高原鳅,Triplophysa anterodorsalis,LC
侧斑高原鳅,Triplophysa laterimaculata,DD 
勃氏高原鳅,Triplophysa bleekeri,LC
侧头高原鳅,Triplophysa laticeps,DD 
岷县高原鳅,Triplophysa brachyptera,LC
理县高原鳅,Triplophysa lixianensis,DD 
达里湖高原鳅,Triplophysa dalaica,LC
长须盲高原鳅,Triplophysa longibarbata,DD 
抚仙高原鳅,Triplophysa fuxianensis,LC
